Date,Open,High,Low,Close,Volume
1996-03-20,104.2977,104.2977,104.2977,104.2977,
1996-03-21,104.3795,104.3795,104.3795,104.3795,
1996-03-22,104.4952,104.4952,104.4952,104.4952,
1996-03-25,104.6598,104.6598,104.6598,104.6598,
1996-03-26,104.0629,104.0629,104.0629,104.0629,
1996-03-27,104.4638,104.4638,104.4638,104.4638,
1996-03-28,103.7338,103.7338,103.7338,103.7338,
1996-03-29,103.3784,103.3784,103.3784,103.3784,
1996-04-01,103.7287,103.7287,103.7287,103.7287,
1996-04-02,104.3136,104.3136,104.3136,104.3136,
1996-04-03,104.377,104.377,104.377,104.377,
1996-04-09,104.9074,104.9074,104.9074,104.9074,
1996-04-10,106.4289,106.4289,106.4289,106.4289,
1996-04-11,107.2376,107.2376,107.2376,107.2376,
1996-04-12,108.0997,108.0997,108.0997,108.0997,
1996-04-15,108.7497,108.7497,108.7497,108.7497,
1996-04-16,107.9606,107.9606,107.9606,107.9606,
1996-04-17,107.9246,107.9246,107.9246,107.9246,
1996-04-18,108.6789,108.6789,108.6789,108.6789,
1996-04-19,109.2464,109.2464,109.2464,109.2464,
1996-04-22,110.3263,110.3263,110.3263,110.3263,
1996-04-23,110.6708,110.6708,110.6708,110.6708,
1996-04-24,110.6813,110.6813,110.6813,110.6813,
1996-04-25,111.7399,111.7399,111.7399,111.7399,
1996-04-26,112.7369,112.7369,112.7369,112.7369,
1996-04-29,112.9898,112.9898,112.9898,112.9898,
1996-04-30,112.2236,112.2236,112.2236,112.2236,
1996-05-02,111.9082,111.9082,111.9082,111.9082,
1996-05-03,111.0691,111.0691,111.0691,111.0691,
1996-05-06,110.176,110.176,110.176,110.176,
1996-05-07,110.1288,110.1288,110.1288,110.1288,
1996-05-08,108.8643,108.8643,108.8643,108.8643,
1996-05-09,109.2363,109.2363,109.2363,109.2363,
1996-05-10,109.9385,109.9385,109.9385,109.9385,
1996-05-13,110.254,110.254,110.254,110.254,
1996-05-14,110.2653,110.2653,110.2653,110.2653,
1996-05-15,109.6796,109.6796,109.6796,109.6796,
1996-05-20,109.7676,109.7676,109.7676,109.7676,
1996-05-21,111.1835,111.1835,111.1835,111.1835,
1996-05-22,111.0391,111.0391,111.0391,111.0391,
1996-05-23,111.5549,111.5549,111.5549,111.5549,
1996-05-24,111.9014,111.9014,111.9014,111.9014,
1996-05-28,112.4365,112.4365,112.4365,112.4365,
1996-05-29,113.196,113.196,113.196,113.196,
1996-05-30,112.8432,112.8432,112.8432,112.8432,
1996-05-31,113.1924,113.1924,113.1924,113.1924,
1996-06-03,112.8478,112.8478,112.8478,112.8478,
1996-06-04,113.817,113.817,113.817,113.817,
1996-06-05,114.0997,114.0997,114.0997,114.0997,
1996-06-06,114.1813,114.1813,114.1813,114.1813,
1996-06-07,113.2703,113.2703,113.2703,113.2703,
1996-06-10,115.4212,115.4212,115.4212,115.4212,
1996-06-11,115.7266,115.7266,115.7266,115.7266,
1996-06-12,115.8204,115.8204,115.8204,115.8204,
1996-06-13,115.3602,115.3602,115.3602,115.3602,
1996-06-14,114.9533,114.9533,114.9533,114.9533,
1996-06-17,115.0146,115.0146,115.0146,115.0146,
1996-06-18,115.0507,115.0507,115.0507,115.0507,
1996-06-19,114.631,114.631,114.631,114.631,
1996-06-20,114.464,114.464,114.464,114.464,
1996-06-21,114.2965,114.2965,114.2965,114.2965,
1996-06-24,115.338,115.338,115.338,115.338,
1996-06-25,113.9672,113.9672,113.9672,113.9672,
1996-06-26,114.596,114.596,114.596,114.596,
1996-06-27,113.7619,113.7619,113.7619,113.7619,
1996-06-28,114.3976,114.3976,114.3976,114.3976,
1996-07-01,115.5671,115.5671,115.5671,115.5671,
1996-07-02,116.176,116.176,116.176,116.176,
1996-07-03,115.9912,115.9912,115.9912,115.9912,
1996-07-04,116.6872,116.6872,116.6872,116.6872,
1996-07-05,116.0541,116.0541,116.0541,116.0541,
1996-07-08,114.9749,114.9749,114.9749,114.9749,
1996-07-09,116.2212,116.2212,116.2212,116.2212,
1996-07-10,116.6739,116.6739,116.6739,116.6739,
1996-07-11,116.3829,116.3829,116.3829,116.3829,
1996-07-12,115.2223,115.2223,115.2223,115.2223,
1996-07-15,114.8755,114.8755,114.8755,114.8755,
1996-07-16,112.4461,112.4461,112.4461,112.4461,
1996-07-17,112.3772,112.3772,112.3772,112.3772,
1996-07-18,111.7774,111.7774,111.7774,111.7774,
1996-07-19,112.7009,112.7009,112.7009,112.7009,
1996-07-22,111.97,111.97,111.97,111.97,
1996-07-23,112.5733,112.5733,112.5733,112.5733,
1996-07-24,110.5576,110.5576,110.5576,110.5576,
1996-07-25,111.3181,111.3181,111.3181,111.3181,
1996-07-26,111.1758,111.1758,111.1758,111.1758,
1996-07-29,111.5645,111.5645,111.5645,111.5645,
1996-07-30,110.8787,110.8787,110.8787,110.8787,
1996-07-31,110.0473,110.0473,110.0473,110.0473,
1996-08-01,110.8807,110.8807,110.8807,110.8807,
1996-08-02,111.8763,111.8763,111.8763,111.8763,
1996-08-05,111.5704,111.5704,111.5704,111.5704,
1996-08-06,111.9717,111.9717,111.9717,111.9717,
1996-08-07,112.6513,112.6513,112.6513,112.6513,
1996-08-08,112.6693,112.6693,112.6693,112.6693,
1996-08-09,112.3882,112.3882,112.3882,112.3882,
1996-08-12,111.7328,111.7328,111.7328,111.7328,
1996-08-13,111.4865,111.4865,111.4865,111.4865,
1996-08-14,111.4489,111.4489,111.4489,111.4489,
1996-08-15,111.9285,111.9285,111.9285,111.9285,
1996-08-16,112.5854,112.5854,112.5854,112.5854,
1996-08-19,112.4944,112.4944,112.4944,112.4944,
1996-08-20,112.564,112.564,112.564,112.564,
1996-08-21,112.9805,112.9805,112.9805,112.9805,
1996-08-22,113.4959,113.4959,113.4959,113.4959,
1996-08-23,113.58,113.58,113.58,113.58,
1996-08-26,112.9156,112.9156,112.9156,112.9156,
1996-08-27,112.7793,112.7793,112.7793,112.7793,
1996-08-28,113.3934,113.3934,113.3934,113.3934,
1996-08-29,113.6418,113.6418,113.6418,113.6418,
1996-08-30,112.9566,112.9566,112.9566,112.9566,
1996-09-02,113.6811,113.6811,113.6811,113.6811,
1996-09-03,112.5673,112.5673,112.5673,112.5673,
1996-09-04,114.3012,114.3012,114.3012,114.3012,
1996-09-05,114.0045,114.0045,114.0045,114.0045,
1996-09-06,114.1785,114.1785,114.1785,114.1785,
1996-09-09,114.8959,114.8959,114.8959,114.8959,
1996-09-10,115.1801,115.1801,115.1801,115.1801,
1996-09-11,114.4425,114.4425,114.4425,114.4425,
1996-09-12,115.2907,115.2907,115.2907,115.2907,
1996-09-13,115.6523,115.6523,115.6523,115.6523,
1996-09-16,116.0822,116.0822,116.0822,116.0822,
1996-09-17,115.5864,115.5864,115.5864,115.5864,
1996-09-18,115.1242,115.1242,115.1242,115.1242,
1996-09-19,115.5256,115.5256,115.5256,115.5256,
1996-09-20,116.026,116.026,116.026,116.026,
1996-09-23,115.8921,115.8921,115.8921,115.8921,
1996-09-24,115.9028,115.9028,115.9028,115.9028,
1996-09-25,115.9845,115.9845,115.9845,115.9845,
1996-09-26,116.5829,116.5829,116.5829,116.5829,
1996-09-27,116.4958,116.4958,116.4958,116.4958,
1996-09-30,115.381,115.381,115.381,115.381,
1996-10-01,116.3905,116.3905,116.3905,116.3905,
1996-10-02,117.7683,117.7683,117.7683,117.7683,
1996-10-03,117.8116,117.8116,117.8116,117.8116,
1996-10-04,118.7907,118.7907,118.7907,118.7907,
1996-10-07,118.9518,118.9518,118.9518,118.9518,
1996-10-08,119.6054,119.6054,119.6054,119.6054,
1996-10-09,120.1983,120.1983,120.1983,120.1983,
1996-10-10,119.6333,119.6333,119.6333,119.6333,
1996-10-11,120.0859,120.0859,120.0859,120.0859,
1996-10-14,120.6261,120.6261,120.6261,120.6261,
1996-10-15,121.5919,121.5919,121.5919,121.5919,
1996-10-16,120.9691,120.9691,120.9691,120.9691,
1996-10-17,121.0382,121.0382,121.0382,121.0382,
1996-10-18,120.682,120.682,120.682,120.682,
1996-10-21,120.1265,120.1265,120.1265,120.1265,
1996-10-22,119.6796,119.6796,119.6796,119.6796,
1996-10-23,118.597,118.597,118.597,118.597,
1996-10-24,119.5325,119.5325,119.5325,119.5325,
1996-10-25,119.095,119.095,119.095,119.095,
1996-10-28,119.5876,119.5876,119.5876,119.5876,
1996-10-29,118.5473,118.5473,118.5473,118.5473,
1996-10-30,118.5145,118.5145,118.5145,118.5145,
1996-10-31,118.348,118.348,118.348,118.348,
1996-11-01,119.3238,119.3238,119.3238,119.3238,
1996-11-04,119.3853,119.3853,119.3853,119.3853,
1996-11-05,120.1281,120.1281,120.1281,120.1281,
1996-11-06,120.315,120.315,120.315,120.315,
1996-11-07,119.8358,119.8358,119.8358,119.8358,
1996-11-08,120.6506,120.6506,120.6506,120.6506,
1996-11-11,121.6319,121.6319,121.6319,121.6319,
1996-11-12,121.6862,121.6862,121.6862,121.6862,
1996-11-13,121.7476,121.7476,121.7476,121.7476,
1996-11-14,122.1011,122.1011,122.1011,122.1011,
1996-11-15,123.3319,123.3319,123.3319,123.3319,
1996-11-18,123.6534,123.6534,123.6534,123.6534,
1996-11-19,124.4205,124.4205,124.4205,124.4205,
1996-11-20,124.9134,124.9134,124.9134,124.9134,
1996-11-21,124.9026,124.9026,124.9026,124.9026,
1996-11-22,125.7972,125.7972,125.7972,125.7972,
1996-11-25,125.7621,125.7621,125.7621,125.7621,
1996-11-26,125.5588,125.5588,125.5588,125.5588,
1996-11-27,124.8595,124.8595,124.8595,124.8595,
1996-11-28,125.5137,125.5137,125.5137,125.5137,
1996-11-29,126.645,126.645,126.645,126.645,
1996-12-02,128.3127,128.3127,128.3127,128.3127,
1996-12-03,129.3496,129.3496,129.3496,129.3496,
1996-12-04,128.3743,128.3743,128.3743,128.3743,
1996-12-05,129.4758,129.4758,129.4758,129.4758,
1996-12-06,126.9434,126.9434,126.9434,126.9434,
1996-12-09,128.7539,128.7539,128.7539,128.7539,
1996-12-10,129.8826,129.8826,129.8826,129.8826,
1996-12-11,127.6583,127.6583,127.6583,127.6583,
1996-12-12,128.0781,128.0781,128.0781,128.0781,
1996-12-13,126.9925,126.9925,126.9925,126.9925,
1996-12-16,127.7262,127.7262,127.7262,127.7262,
1996-12-17,125.7144,125.7144,125.7144,125.7144,
1996-12-18,126.148,126.148,126.148,126.148,
1996-12-19,127.0004,127.0004,127.0004,127.0004,
1996-12-20,128.5062,128.5062,128.5062,128.5062,
1996-12-23,128.7738,128.7738,128.7738,128.7738,
1996-12-27,131.1655,131.1655,131.1655,131.1655,
1996-12-30,132.4284,132.4284,132.4284,132.4284,
1997-01-02,131.6558,131.6558,131.6558,131.6558,
1997-01-03,134.2401,134.2401,134.2401,134.2401,
1997-01-06,136.2728,136.2728,136.2728,136.2728,
1997-01-07,136.3426,136.3426,136.3426,136.3426,
1997-01-08,138.5395,138.5395,138.5395,138.5395,
1997-01-09,138.4674,138.4674,138.4674,138.4674,
1997-01-10,137.1075,137.1075,137.1075,137.1075,
1997-01-13,138.9366,138.9366,138.9366,138.9366,
1997-01-14,139.2841,139.2841,139.2841,139.2841,
1997-01-15,138.9495,138.9495,138.9495,138.9495,
1997-01-16,140.2052,140.2052,140.2052,140.2052,
1997-01-17,140.3391,140.3391,140.3391,140.3391,
1997-01-20,142.3669,142.3669,142.3669,142.3669,
1997-01-21,141.4579,141.4579,141.4579,141.4579,
1997-01-22,142.3498,142.3498,142.3498,142.3498,
1997-01-23,143.7753,143.7753,143.7753,143.7753,
1997-01-24,143.0382,143.0382,143.0382,143.0382,
1997-01-27,142.4609,142.4609,142.4609,142.4609,
1997-01-28,143.4483,143.4483,143.4483,143.4483,
1997-01-29,142.827,142.827,142.827,142.827,
1997-01-30,143.158,143.158,143.158,143.158,
1997-01-31,143.8459,143.8459,143.8459,143.8459,
1997-02-03,144.541,144.541,144.541,144.541,
1997-02-04,143.5441,143.5441,143.5441,143.5441,
1997-02-05,143.0576,143.0576,143.0576,143.0576,
1997-02-06,143.3523,143.3523,143.3523,143.3523,
1997-02-07,144.0836,144.0836,144.0836,144.0836,
1997-02-10,143.6815,143.6815,143.6815,143.6815,
1997-02-11,142.1893,142.1893,142.1893,142.1893,
1997-02-12,142.9634,142.9634,142.9634,142.9634,
1997-02-13,144.81,144.81,144.81,144.81,
1997-02-14,146.5118,146.5118,146.5118,146.5118,
1997-02-17,147.4064,147.4064,147.4064,147.4064,
1997-02-18,149.099,149.099,149.099,149.099,
1997-02-19,150.4362,150.4362,150.4362,150.4362,
1997-02-20,150.3591,150.3591,150.3591,150.3591,
1997-02-21,149.6157,149.6157,149.6157,149.6157,
1997-02-24,145.9177,145.9177,145.9177,145.9177,
1997-02-25,146.199,146.199,146.199,146.199,
1997-02-26,144.9103,144.9103,144.9103,144.9103,
1997-02-27,143.8458,143.8458,143.8458,143.8458,
1997-02-28,142.3721,142.3721,142.3721,142.3721,
1997-03-03,141.7181,141.7181,141.7181,141.7181,
1997-03-04,144.4699,144.4699,144.4699,144.4699,
1997-03-05,145.3967,145.3967,145.3967,145.3967,
1997-03-06,147.7622,147.7622,147.7622,147.7622,
1997-03-07,147.8105,147.8105,147.8105,147.8105,
1997-03-10,148.5971,148.5971,148.5971,148.5971,
1997-03-11,149.1508,149.1508,149.1508,149.1508,
1997-03-12,148.2818,148.2818,148.2818,148.2818,
1997-03-13,148.0021,148.0021,148.0021,148.0021,
1997-03-14,148.8064,148.8064,148.8064,148.8064,
1997-03-17,148.1745,148.1745,148.1745,148.1745,
1997-03-18,146.6516,146.6516,146.6516,146.6516,
1997-03-19,144.9376,144.9376,144.9376,144.9376,
1997-03-20,141.7512,141.7512,141.7512,141.7512,
1997-03-21,142.7529,142.7529,142.7529,142.7529,
1997-03-24,142.6784,142.6784,142.6784,142.6784,
1997-03-25,143.1262,143.1262,143.1262,143.1262,
1997-03-26,144.4694,144.4694,144.4694,144.4694,
1997-04-01,139.8194,139.8194,139.8194,139.8194,
1997-04-02,139.2972,139.2972,139.2972,139.2972,
1997-04-03,138.8269,138.8269,138.8269,138.8269,
1997-04-04,138.5406,138.5406,138.5406,138.5406,
1997-04-07,143.3826,143.3826,143.3826,143.3826,
1997-04-08,143.8567,143.8567,143.8567,143.8567,
1997-04-09,145.4756,145.4756,145.4756,145.4756,
1997-04-10,144.6247,144.6247,144.6247,144.6247,
1997-04-11,143.642,143.642,143.642,143.642,
1997-04-14,143.0638,143.0638,143.0638,143.0638,
1997-04-15,145.3427,145.3427,145.3427,145.3427,
1997-04-16,144.9921,144.9921,144.9921,144.9921,
1997-04-17,145.1808,145.1808,145.1808,145.1808,
1997-04-18,145.9265,145.9265,145.9265,145.9265,
1997-04-21,148.311,148.311,148.311,148.311,
1997-04-22,149.287,149.287,149.287,149.287,
1997-04-23,149.0428,149.0428,149.0428,149.0428,
1997-04-24,148.7467,148.7467,148.7467,148.7467,
1997-04-25,147.0097,147.0097,147.0097,147.0097,
1997-04-28,146.3342,146.3342,146.3342,146.3342,
1997-04-29,147.8554,147.8554,147.8554,147.8554,
1997-04-30,148.1489,148.1489,148.1489,148.1489,
1997-05-02,147.2114,147.2114,147.2114,147.2114,
1997-05-05,148.9236,148.9236,148.9236,148.9236,
1997-05-06,149.1834,149.1834,149.1834,149.1834,
1997-05-07,149.6777,149.6777,149.6777,149.6777,
1997-05-09,150.0739,150.0739,150.0739,150.0739,
1997-05-12,151.3204,151.3204,151.3204,151.3204,
1997-05-13,151.6952,151.6952,151.6952,151.6952,
1997-05-14,152.3416,152.3416,152.3416,152.3416,
1997-05-15,151.7578,151.7578,151.7578,151.7578,
1997-05-16,152.5863,152.5863,152.5863,152.5863,
1997-05-20,152.6703,152.6703,152.6703,152.6703,
1997-05-21,155.652,155.652,155.652,155.652,
1997-05-22,156.6957,156.6957,156.6957,156.6957,
1997-05-23,157.8931,157.8931,157.8931,157.8931,
1997-05-26,159.5652,159.5652,159.5652,159.5652,
1997-05-27,159.3101,159.3101,159.3101,159.3101,
1997-05-28,159.6028,159.6028,159.6028,159.6028,
1997-05-29,159.4377,159.4377,159.4377,159.4377,
1997-05-30,157.9456,157.9456,157.9456,157.9456,
1997-06-02,160.2339,160.2339,160.2339,160.2339,
1997-06-03,161.205,161.205,161.205,161.205,
1997-06-04,160.9843,160.9843,160.9843,160.9843,
1997-06-05,159.8863,159.8863,159.8863,159.8863,
1997-06-06,161.5175,161.5175,161.5175,161.5175,
1997-06-09,163.0066,163.0066,163.0066,163.0066,
1997-06-10,162.3919,162.3919,162.3919,162.3919,
1997-06-11,161.2509,161.2509,161.2509,161.2509,
1997-06-12,161.1492,161.1492,161.1492,161.1492,
1997-06-13,162.1288,162.1288,162.1288,162.1288,
1997-06-16,161.2436,161.2436,161.2436,161.2436,
1997-06-17,160.7287,160.7287,160.7287,160.7287,
1997-06-18,160.0323,160.0323,160.0323,160.0323,
1997-06-19,161.0159,161.0159,161.0159,161.0159,
1997-06-20,161.3849,161.3849,161.3849,161.3849,
1997-06-23,161.3855,161.3855,161.3855,161.3855,
1997-06-24,162.0572,162.0572,162.0572,162.0572,
1997-06-25,161.7054,161.7054,161.7054,161.7054,
1997-06-26,162.0597,162.0597,162.0597,162.0597,
1997-06-27,162.7357,162.7357,162.7357,162.7357,
1997-06-30,163.6205,163.6205,163.6205,163.6205,
1997-07-01,165.32,165.32,165.32,165.32,
1997-07-02,166.9752,166.9752,166.9752,166.9752,
1997-07-03,168.8016,168.8016,168.8016,168.8016,
1997-07-04,170.0673,170.0673,170.0673,170.0673,
1997-07-07,170.3124,170.3124,170.3124,170.3124,
1997-07-08,170.3152,170.3152,170.3152,170.3152,
1997-07-09,169.7623,169.7623,169.7623,169.7623,
1997-07-10,169.0519,169.0519,169.0519,169.0519,
1997-07-11,170.2135,170.2135,170.2135,170.2135,
1997-07-14,170.1794,170.1794,170.1794,170.1794,
1997-07-15,171.2008,171.2008,171.2008,171.2008,
1997-07-16,173.7852,173.7852,173.7852,173.7852,
1997-07-17,173.4178,173.4178,173.4178,173.4178,
1997-07-18,171.2217,171.2217,171.2217,171.2217,
1997-07-21,169.5674,169.5674,169.5674,169.5674,
1997-07-22,171.1837,171.1837,171.1837,171.1837,
1997-07-23,174.4118,174.4118,174.4118,174.4118,
1997-07-24,173.8125,173.8125,173.8125,173.8125,
1997-07-25,173.6567,173.6567,173.6567,173.6567,
1997-07-28,173.8908,173.8908,173.8908,173.8908,
1997-07-29,173.0103,173.0103,173.0103,173.0103,
1997-07-30,175.295,175.295,175.295,175.295,
1997-07-31,176.6743,176.6743,176.6743,176.6743,
1997-08-01,176.2024,176.2024,176.2024,176.2024,
1997-08-04,177.0279,177.0279,177.0279,177.0279,
1997-08-05,178.755,178.755,178.755,178.755,
1997-08-06,180.9398,180.9398,180.9398,180.9398,
1997-08-07,182.7045,182.7045,182.7045,182.7045,
1997-08-08,181.5793,181.5793,181.5793,181.5793,
1997-08-11,181.2779,181.2779,181.2779,181.2779,
1997-08-12,182.3087,182.3087,182.3087,182.3087,
1997-08-13,179.7935,179.7935,179.7935,179.7935,
1997-08-14,178.9354,178.9354,178.9354,178.9354,
1997-08-15,177.3898,177.3898,177.3898,177.3898,
1997-08-18,174.5925,174.5925,174.5925,174.5925,
1997-08-19,176.433,176.433,176.433,176.433,
1997-08-20,176.5704,176.5704,176.5704,176.5704,
1997-08-21,176.8824,176.8824,176.8824,176.8824,
1997-08-22,174.4956,174.4956,174.4956,174.4956,
1997-08-25,174.414,174.414,174.414,174.414,
1997-08-26,173.1255,173.1255,173.1255,173.1255,
1997-08-27,172.8795,172.8795,172.8795,172.8795,
1997-08-28,173.5752,173.5752,173.5752,173.5752,
1997-08-29,175.2829,175.2829,175.2829,175.2829,
1997-09-01,177.3395,177.3395,177.3395,177.3395,
1997-09-02,179.3658,179.3658,179.3658,179.3658,
1997-09-03,179.2153,179.2153,179.2153,179.2153,
1997-09-04,179.534,179.534,179.534,179.534,
1997-09-05,180.3628,180.3628,180.3628,180.3628,
1997-09-08,180.5093,180.5093,180.5093,180.5093,
1997-09-09,181.1409,181.1409,181.1409,181.1409,
1997-09-10,180.3399,180.3399,180.3399,180.3399,
1997-09-11,179.4822,179.4822,179.4822,179.4822,
1997-09-12,178.6051,178.6051,178.6051,178.6051,
1997-09-15,178.1694,178.1694,178.1694,178.1694,
1997-09-16,178.4157,178.4157,178.4157,178.4157,
1997-09-17,178.8974,178.8974,178.8974,178.8974,
1997-09-18,179.5871,179.5871,179.5871,179.5871,
1997-09-19,180.0822,180.0822,180.0822,180.0822,
1997-09-22,180.8868,180.8868,180.8868,180.8868,
1997-09-23,180.1024,180.1024,180.1024,180.1024,
1997-09-24,180.3945,180.3945,180.3945,180.3945,
1997-09-25,181.2491,181.2491,181.2491,181.2491,
1997-09-26,181.4356,181.4356,181.4356,181.4356,
1997-09-29,182.1979,182.1979,182.1979,182.1979,
1997-09-30,183.5571,183.5571,183.5571,183.5571,
1997-10-01,183.862,183.862,183.862,183.862,
1997-10-02,184.5315,184.5315,184.5315,184.5315,
1997-10-03,187.1506,187.1506,187.1506,187.1506,
1997-10-06,187.6941,187.6941,187.6941,187.6941,
1997-10-07,189.1716,189.1716,189.1716,189.1716,
1997-10-08,188.5083,188.5083,188.5083,188.5083,
1997-10-09,187.9983,187.9983,187.9983,187.9983,
1997-10-10,188.4276,188.4276,188.4276,188.4276,
1997-10-13,190.2211,190.2211,190.2211,190.2211,
1997-10-14,190.1835,190.1835,190.1835,190.1835,
1997-10-15,189.0631,189.0631,189.0631,189.0631,
1997-10-16,191.5391,191.5391,191.5391,191.5391,
1997-10-17,190.0459,190.0459,190.0459,190.0459,
1997-10-20,189.9443,189.9443,189.9443,189.9443,
1997-10-21,193.1415,193.1415,193.1415,193.1415,
1997-10-22,193.4586,193.4586,193.4586,193.4586,
1997-10-23,189.8497,189.8497,189.8497,189.8497,
1997-10-24,190.612,190.612,190.612,190.612,
1997-10-27,186.7833,186.7833,186.7833,186.7833,
1997-10-28,175.4693,175.4693,175.4693,175.4693,
1997-10-29,185.054,185.054,185.054,185.054,
1997-10-30,181.4048,181.4048,181.4048,181.4048,
1997-10-31,181.0868,181.0868,181.0868,181.0868,
1997-11-03,182.9879,182.9879,182.9879,182.9879,
1997-11-04,181.3931,181.3931,181.3931,181.3931,
1997-11-05,182.7317,182.7317,182.7317,182.7317,
1997-11-06,183.2822,183.2822,183.2822,183.2822,
1997-11-07,181.6893,181.6893,181.6893,181.6893,
1997-11-10,180.7853,180.7853,180.7853,180.7853,
1997-11-11,180.1457,180.1457,180.1457,180.1457,
1997-11-12,176.8703,176.8703,176.8703,176.8703,
1997-11-13,177.3537,177.3537,177.3537,177.3537,
1997-11-14,175.7708,175.7708,175.7708,175.7708,
1997-11-17,177.4044,177.4044,177.4044,177.4044,
1997-11-18,178.5039,178.5039,178.5039,178.5039,
1997-11-19,177.5472,177.5472,177.5472,177.5472,
1997-11-20,177.4771,177.4771,177.4771,177.4771,
1997-11-21,177.9309,177.9309,177.9309,177.9309,
1997-11-24,174.5191,174.5191,174.5191,174.5191,
1997-11-25,171.1645,171.1645,171.1645,171.1645,
1997-11-26,171.2794,171.2794,171.2794,171.2794,
1997-11-27,172.9367,172.9367,172.9367,172.9367,
1997-11-28,173.7785,173.7785,173.7785,173.7785,
1997-12-01,174.4372,174.4372,174.4372,174.4372,
1997-12-02,174.2544,174.2544,174.2544,174.2544,
1997-12-03,172.8548,172.8548,172.8548,172.8548,
1997-12-04,175.3039,175.3039,175.3039,175.3039,
1997-12-05,176.4774,176.4774,176.4774,176.4774,
1997-12-08,179.6228,179.6228,179.6228,179.6228,
1997-12-09,180.3704,180.3704,180.3704,180.3704,
1997-12-10,179.3903,179.3903,179.3903,179.3903,
1997-12-11,176.5792,176.5792,176.5792,176.5792,
1997-12-12,176.67,176.67,176.67,176.67,
1997-12-15,174.6,174.6,174.6,174.6,
1997-12-16,173.4712,173.4712,173.4712,173.4712,
1997-12-17,172.7245,172.7245,172.7245,172.7245,
1997-12-18,171.6265,171.6265,171.6265,171.6265,
1997-12-19,169.6568,169.6568,169.6568,169.6568,
1997-12-22,167.5435,167.5435,167.5435,167.5435,
1997-12-23,169.0114,169.0114,169.0114,169.0114,
1997-12-29,171.2681,171.2681,171.2681,171.2681,
1997-12-30,175.0695,175.0695,175.0695,175.0695,
1998-01-02,178.7786,178.7786,178.7786,178.7786,
1998-01-05,179.5824,179.5824,179.5824,179.5824,
1998-01-06,176.3892,176.3892,176.3892,176.3892,
1998-01-07,174.0463,174.0463,174.0463,174.0463,
1998-01-08,171.8285,171.8285,171.8285,171.8285,
